Timestep;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_B_MidMerit;new_capacity_Gen_B_MidMerit;Capacity_Gen_B_MidMerit;Gen_B_Baseload;new_capacity_Gen_B_Baseload;Capacity_Gen_B_Baseload;Gen_B_Peak;new_capacity_Gen_B_Peak;Capacity_Gen_B_Peak;Gen_B_WindOnshore;new_capacity_Gen_B_WindOnshore;Capacity_Gen_B_WindOnshore;Gen_B_PV;new_capacity_Gen_B_PV;Capacity_Gen_B_PV;Cons_B;Inelastic_Cons_B;Elastic_Cons_B;ENS_Cons_B;CapDemand_Cons_B;NetworkManager;CapacityManager
11;79.79578448157999;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;774.8375462487381;1417.6921613920142;1417.6921613920142;6837.249239217296;6837.249239214964;6837.249239214964;0.0;4231.160692698541;4231.160692698541;2001.56955704;0.0;5315.0;2332.255343444;0.0;8788.0;-9383.101706257938;-9014.971199999998;-368.13050625793926;0.0;13957.0;-2562.8109005812576;1470.9548146109903
12;492.6552926204803;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;1417.6921613916224;1417.6921613920142;1417.6921613920142;6837.249239217253;6837.249239214964;6837.249239214964;4231.160692664459;4231.160692698541;4231.160692698541;531.55315;0.0;5315.0;882.985821068;0.0;8788.0;-14329.067822231671;-13824.009599999992;-505.0582222316777;7.275957614183426e-12;13957.0;428.4001353522306;1470.9548146109903
13;70.17381143569281;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;474.1296843415109;1417.6921613920142;1417.6921613920142;6270.388877829555;6837.249239214964;6837.249239214964;0.0;4231.160692698541;4231.160692698541;2309.578330105;0.0;5315.0;3377.281400428;0.0;8788.0;-9518.545791965747;-9144.2208;-374.3249919657479;0.0;13957.0;-2912.834053241676;1470.9548146109903
14;70.29160320791152;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;477.80603103695523;1417.6921613920142;1417.6921613920142;6284.998280331292;6837.249239214964;6837.249239214964;0.0;4231.160692698541;4231.160692698541;2473.819675045;0.0;5315.0;3304.9504042880003;0.0;8788.0;-9454.51210683622;-9082.716;-371.79610683622025;0.0;13957.0;-3087.0639763066897;1470.9548146109903
15;72.43166468756505;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;544.6831399815687;1417.6921613920142;1417.6921613920142;6552.518988621964;6837.249239214964;6837.249239214964;0.0;4231.160692698541;4231.160692698541;2667.884452315;0.0;5315.0;2613.375070904;0.0;8788.0;-9281.532368095464;-8916.7296;-364.8027680954637;0.0;13957.0;-3096.930972183095;1470.9548146109903
16;79.84602942648749;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;776.407705547796;1417.6921613920142;1417.6921613920142;6837.249239217296;6837.249239214964;6837.249239214964;0.0;4231.160692698541;4231.160692698541;2822.4763084549995;0.0;5315.0;1431.583804196;0.0;8788.0;-9084.660467913518;-8728.243199999999;-356.41726791351925;0.0;13957.0;-2783.0575102483344;1470.9548146109903
17;107.81822765482822;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;1417.692161391862;1417.6921613920142;1417.6921613920142;6837.249239217309;6837.249239214964;6837.249239214964;130.29196641303895;4231.160692698541;4231.160692698541;2929.87065101;0.0;5315.0;307.25238336;0.0;8788.0;-9232.367587868412;-8872.6392;-359.72838786841197;0.0;13957.0;-2389.9900644630643;1470.9548146109903
18;2343.3542078337923;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;1417.6921613918746;1417.6921613920142;1417.6921613920142;6837.2492392172835;6837.249239214964;6837.249239214964;4231.1606926984905;4231.160692698541;4231.160692698541;531.55315;0.0;5315.0;0.0050003719999999995;0.0;8788.0;-14062.56699339283;-13824.009599999985;-238.55739339284335;1.4551915228366852e-11;13957.0;1044.880124217485;1470.9548146109903
19;3999.9997467690637;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;1417.6921613919017;1417.6921613920142;1417.6921613920142;6837.249239217267;6837.249239214964;6837.249239214964;4231.160692698491;4231.160692698541;4231.160692698541;531.55315;0.0;5315.0;0.0;0.0;8788.0;-15359.749323070348;-15359.746083491878;-0.0032395784707698596;0.2635165081210289;13957.0;2342.093852329546;1470.9548146109903
20;125.81000026136486;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;1417.6921613919046;1417.6921613920142;1417.6921613920142;6837.249239217271;6837.249239214964;6837.249239214964;430.1548442589827;4231.160692698541;4231.160692698541;3184.90721614;0.0;5315.0;0.0;0.0;8788.0;-9860.865924431364;-9478.356;-382.50992443136454;0.0;13957.0;-2009.1387874023678;1470.9548146109903
21;98.10983593328825;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;1347.1522491124408;1417.6921613920142;1417.6921613920142;6837.249239217269;6837.249239214964;6837.249239214964;0.0;4231.160692698541;4231.160692698541;3260.153249695;0.0;5315.0;0.0;0.0;8788.0;-9400.937702783665;-9033.7632;-367.1745027836657;0.0;13957.0;-2043.617942136447;1470.9548146109903
22;80.20434316143998;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;787.6050192676521;1417.6921613920142;1417.6921613920142;6837.249239217258;6837.249239214964;6837.249239214964;0.0;4231.160692698541;4231.160692698541;3343.848841705;0.0;5315.0;0.0;0.0;8788.0;-9059.610471461854;-8704.207199999999;-355.40327146185535;0.0;13957.0;-1909.0935491969167;1470.9548146109903
23;72.72564291478433;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;553.892868495079;1417.6921613920142;1417.6921613920142;6589.847809383688;6837.249239214964;6837.249239214964;0.0;4231.160692698541;4231.160692698541;3435.394019025;0.0;5315.0;0.0;0.0;8788.0;-8833.168851202265;-8486.0136;-347.15525120226465;0.0;13957.0;-1745.9668474701466;1470.9548146109903
24;69.37512768724558;58451.105391948564;12486.102093307654;13957.0;12486.102093307654;449.19398005134786;1417.6921613920142;1417.6921613920142;6171.152670813387;6837.249239214964;6837.249239214964;0.0;4231.160692698541;4231.160692698541;3506.86525454;0.0;5315.0;0.0;0.0;8788.0;-8598.765458545582;-8260.5456;-338.2198585455819;0.0;13957.0;-1528.4473073030756;1470.9548146109903
