Timestep;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_A_MidMerit;new_capacity_Gen_A_MidMerit;Capacity_Gen_A_MidMerit;Gen_A_Baseload;new_capacity_Gen_A_Baseload;Capacity_Gen_A_Baseload;Gen_A_Peak;new_capacity_Gen_A_Peak;Capacity_Gen_A_Peak;Gen_A_WindOnshore;new_capacity_Gen_A_WindOnshore;Capacity_Gen_A_WindOnshore;Gen_A_PV;new_capacity_Gen_A_PV;Capacity_Gen_A_PV;Cons_A;Inelastic_Cons_A;Elastic_Cons_A;ENS_Cons_A;CapDemand_Cons_A;NetworkManager;CapacityManager
11;79.85289504442366;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;776.7172157905391;1302.1287974571703;1302.1287974571703;6633.597738193382;6633.597738192026;6633.597738192026;0.0;13164.544489774487;13164.544489774487;2229.3351441;0.0;13700.0;901.557444467;0.0;15403.0;-13900.337292510585;-13354.988159999999;-545.3491325105856;0.0;16349.0;3359.130886175921;-4751.257518889971
12;555.4442494650335;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;1302.1287974572238;1302.1287974571703;1302.1287974571703;6633.597738193328;6633.597738192026;6633.597738192026;11385.78703466852;13164.544489774487;13164.544489774487;1370.137;0.0;13700.0;0.0;0.0;15403.0;-18894.475774411283;-18240.009599999976;-654.4661744113083;2.1827872842550278e-11;16349.0;-1797.1868272832444;-4751.257518889971
13;70.20422690799114;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;475.21384625865085;1302.1287974571703;1302.1287974571703;6277.594638630993;6633.597738192026;6633.597738192026;0.0;13164.544489774487;13164.544489774487;2228.119228;0.0;13700.0;1285.980651119;0.0;15403.0;-13871.909472252566;-13326.3888;-545.5206722525655;0.0;16349.0;3605.0025528420874;-4751.257518889971
14;70.32265049656758;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;478.9124451473648;1302.1287974571703;1302.1287974571703;6292.344049522239;6633.597738192026;6633.597738192026;0.0;13164.544489774487;13164.544489774487;2230.9175352;0.0;13700.0;1161.147561321;0.0;15403.0;-13778.00860221467;-13236.19632;-541.8122822146707;0.0;16349.0;3614.6884180141305;-4751.257518889971
15;72.45887605175261;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;545.6523990876908;1302.1287974571703;1302.1287974571703;6558.941256370425;6633.597738192026;6633.597738192026;0.0;13164.544489774487;13164.544489774487;2222.7375803;0.0;13700.0;824.351508879;0.0;15403.0;-13482.334753784115;-12952.42656;-529.9081937841145;0.0;16349.0;3330.6531144444252;-4751.257518889971
16;79.90314050451731;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;778.2873890092781;1302.1287974571703;1302.1287974571703;6633.597738193385;6633.597738192026;6633.597738192026;0.0;13164.544489774487;13164.544489774487;2264.5532682999997;0.0;13700.0;374.735782459;0.0;15403.0;-13421.63560116406;-12895.07376;-526.5618411640606;0.0;16349.0;3370.462559464814;-4751.257518889971
17;107.94763020169812;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;1302.1287974572315;1302.1287974571703;1302.1287974571703;6633.597738193405;6633.597738192026;6633.597738192026;198.73147487879842;13164.544489774487;13164.544489774487;2408.5720523;0.0;13700.0;54.526096298;0.0;15403.0;-13436.395041392832;-12912.8784;-523.5166413928323;0.0;16349.0;2838.84002173127;-4751.257518889971
18;593.1652609116375;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;1302.1287974572247;1302.1287974571703;1302.1287974571703;6633.597738193338;6633.597738192026;6633.597738192026;12328.825074512502;13164.544489774487;13164.544489774487;1370.137;0.0;13700.0;0.0;0.0;15403.0;-16998.57882376039;-16416.009599999976;-582.5692237604139;2.1827872842550278e-11;16349.0;-4636.11837352113;-4751.257518889971
19;3996.2719829637276;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;1302.1287974571865;1302.1287974571703;1302.1287974571703;6633.597738192146;6633.597738192026;6633.597738192026;13164.544489774507;13164.544489774487;13164.544489774487;1370.137;0.0;13700.0;0.0;0.0;15403.0;-17376.68459471099;-17376.00959938804;-0.6749953229525035;6.119589670561254e-7;16349.0;-5093.730186347614;-4751.257518889971
20;125.93939456349135;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;1302.1287974571876;1302.1287974571703;1302.1287974571703;6633.597738192155;6633.597738192026;6633.597738192026;648.5255867274757;13164.544489774487;13164.544489774487;2581.8623659;0.0;13700.0;0.0;0.0;15403.0;-13360.269925300065;-12842.03232;-518.2376053000643;0.0;16349.0;2194.156576591913;-4751.257518889971
21;98.06637048648953;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;1302.1287974326308;1302.1287974571703;1302.1287974571703;6633.597738192151;6633.597738192026;6633.597738192026;0.0;13164.544489774487;13164.544489774487;2508.2343326;0.0;13700.0;0.0;0.0;15403.0;-12695.817936788808;-12199.94928;-495.8686567888066;0.0;16349.0;2251.8582095465913;-4751.257518889971
22;80.26146130469571;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;789.4849180629406;1302.1287974571703;1302.1287974571703;6633.597738192134;6633.597738192026;6633.597738192026;0.0;13164.544489774487;13164.544489774487;2383.617242;0.0;13700.0;0.0;0.0;15403.0;-11930.120007052257;-11462.11488;-468.00512705225776;0.0;16349.0;2123.4212451323965;-4751.257518889971
23;72.7425135332977;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;554.4940014903977;1302.1287974571703;1302.1287974571703;6593.83734097381;6633.597738192026;6633.597738192026;0.0;13164.544489774487;13164.544489774487;2265.2472144;0.0;13700.0;0.0;0.0;15403.0;-11226.943786282258;-10785.71184;-441.2319462822574;0.0;16349.0;1813.3659444620187;-4751.257518889971
24;69.39019639326202;53260.6489677664;21100.271025423834;16349.0;21100.271025423834;449.73099315330217;1302.1287974571703;1302.1287974571703;6174.719186665523;6633.597738192026;6633.597738192026;0.0;13164.544489774487;13164.544489774487;2169.1587024;0.0;13700.0;0.0;0.0;15403.0;-10447.27357600478;-10036.34688;-410.92669600478087;0.0;16349.0;1653.6653540140394;-4751.257518889971
