Timestep;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_A_MidMerit;new_capacity_Gen_A_MidMerit;Capacity_Gen_A_MidMerit;Gen_A_Baseload;new_capacity_Gen_A_Baseload;Capacity_Gen_A_Baseload;Gen_A_Peak;new_capacity_Gen_A_Peak;Capacity_Gen_A_Peak;Gen_A_WindOnshore;new_capacity_Gen_A_WindOnshore;Capacity_Gen_A_WindOnshore;Gen_A_PV;new_capacity_Gen_A_PV;Capacity_Gen_A_PV;Cons_A;Inelastic_Cons_A;Elastic_Cons_A;ENS_Cons_A;CapDemand_Cons_A;NetworkManager;CapacityManager
11;80.17826144387502;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;786.8831347241141;1431.233156482009;1431.233156482009;6854.696750276177;6854.696750290909;6854.696750290909;0.0;8273.840789414584;8273.840789414584;2229.3351441;0.0;13700.0;901.557444467;0.0;15403.0;-13900.292011040618;-13354.988159999999;-545.3038510406187;0.0;16387.31;3127.8265322987063;-172.47925245854634
12;417.924987860881;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;1431.233156489792;1431.233156482009;1431.233156482009;6854.696750288573;6854.696750290909;6854.696750290909;4099.073954236698;8273.840789414584;8273.840789414584;1370.137;0.0;13700.0;0.0;0.0;15403.0;-18920.604162510648;-18240.009599999994;-680.5945625106535;3.637978807091713e-12;16387.31;5165.470581249496;-172.47925245854634
13;70.21088818177869;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;475.45166404663854;1431.233156482009;1431.233156482009;6278.895807806006;6854.696750290909;6854.696750290909;0.0;8273.840789414584;8273.840789414584;2228.119228;0.0;13700.0;1285.980651119;0.0;15403.0;-13871.908507379942;-13326.3888;-545.5197073799413;0.0;16387.31;3603.4736102018137;-172.47925245854634
14;70.32939437872074;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;479.15321026490506;1431.233156482009;1431.233156482009;6293.668760017944;6854.696750290909;6854.696750290909;0.0;8273.840789414584;8273.840789414584;2230.9175352;0.0;13700.0;1161.147561321;0.0;15403.0;-13778.00763292719;-13236.19632;-541.8113129271907;0.0;16387.31;3613.1328217807654;-172.47925245854634
15;72.46518977626071;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;545.8777731366372;1431.233156482009;1431.233156482009;6560.209918543094;6854.696750290909;6854.696750290909;0.0;8273.840789414584;8273.840789414584;2222.7375803;0.0;13700.0;824.351508879;0.0;15403.0;-13482.33386929069;-12952.42656;-529.9073092906889;0.0;16387.31;3329.1672153221666;-172.47925245854634
16;80.22851608642276;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;788.4535923751812;1431.233156482009;1431.233156482009;6854.696750277758;6854.696750290909;6854.696750290909;0.0;8273.840789414584;8273.840789414584;2264.5532682999997;0.0;13700.0;374.735782459;0.0;15403.0;-13421.591877845516;-12895.07376;-526.5181178455166;0.0;16387.31;3139.159479263043;-172.47925245854634
17;102.36647663587038;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;1431.2331563252258;1431.233156482009;1431.233156482009;6854.696750290736;6854.696750290909;6854.696750290909;154.59257115196382;8273.840789414584;8273.840789414584;2408.5720523;0.0;13700.0;54.526096298;0.0;15403.0;-13437.145738627649;-12912.8784;-524.2673386276495;0.0;16387.31;2533.5323965304633;-172.47925245854634
18;548.2566401516565;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;1431.2331564746275;1431.233156482009;1431.233156482009;6854.696750290231;6854.696750290909;6854.696750290909;5728.220830259263;8273.840789414584;8273.840789414584;1370.137;0.0;13700.0;0.0;0.0;15403.0;-13923.253969246514;-13440.009599999996;-483.2443692465173;3.637978807091713e-12;16387.31;-1461.0246606129538;-172.47925245854634
19;548.2576633472445;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;1431.233156474629;1431.233156482009;1431.233156482009;6854.696750290247;6854.696750290909;6854.696750290909;5728.233629509923;8273.840789414584;8273.840789414584;1370.137;0.0;13700.0;0.0;0.0;15403.0;-14420.512535933962;-13920.009599999996;-500.50293593396503;3.637978807091713e-12;16387.31;-963.77888464449;-172.47925245854634
20;128.27961864364156;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;1431.2331564763233;1431.233156482009;1431.233156482009;6854.696750290757;6854.696750290909;6854.696750290909;478.5068482818983;8273.840789414584;8273.840789414584;2581.8623659;0.0;13700.0;0.0;0.0;15403.0;-13359.956851898982;-12842.03232;-517.9245318989806;0.0;16387.31;2013.665016504014;-172.47925245854634
21;95.67254953717301;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;1271.0822319226618;1431.233156482009;1431.233156482009;6854.696750290746;6854.696750290909;6854.696750290909;70.91848332570682;8273.840789414584;8273.840789414584;2508.2343326;0.0;13700.0;0.0;0.0;15403.0;-12696.122132330165;-12199.94928;-496.17285233016395;0.0;16387.31;1991.1976196768185;-172.47925245854634
22;80.58691383347669;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;799.6535281339429;1431.233156482009;1431.233156482009;6854.696750285611;6854.696750290909;6854.696750290909;0.0;8273.840789414584;8273.840789414584;2383.617242;0.0;13700.0;0.0;0.0;15403.0;-11930.081133268608;-11462.11488;-467.96625326860925;0.0;16387.31;1892.1206083714194;-172.47925245854634
23;72.74544697111169;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;554.5987783433549;1431.233156482009;1431.233156482009;6594.399528237562;6854.696750290909;6854.696750290909;0.0;8273.840789414584;8273.840789414584;2265.2472144;0.0;13700.0;0.0;0.0;15403.0;-11226.94344131962;-10785.71184;-441.2316013196192;0.0;16387.31;1812.7039075685816;-172.47925245854634
24;69.3928603222018;69999.99999472978;16559.77069618015;16387.31;16559.77069618015;449.82614211896504;1431.233156482009;1431.233156482009;6175.22829036583;6854.696750290909;6854.696750290909;0.0;8273.840789414584;8273.840789414584;2169.1587024;0.0;13700.0;0.0;0.0;15403.0;-10447.273284367677;-10036.34688;-410.92640436767795;0.0;16387.31;1653.0656556462702;-172.47925245854634
