Timestep;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_C_MidMerit;new_capacity_Gen_C_MidMerit;Capacity_Gen_C_MidMerit;Gen_C_Baseload;new_capacity_Gen_C_Baseload;Capacity_Gen_C_Baseload;Gen_C_Peak;new_capacity_Gen_C_Peak;Capacity_Gen_C_Peak;Gen_C_WindOnshore;new_capacity_Gen_C_WindOnshore;Capacity_Gen_C_WindOnshore;Gen_C_PV;new_capacity_Gen_C_PV;Capacity_Gen_C_PV;Cons_C;Inelastic_Cons_C;Elastic_Cons_C;ENS_Cons_C;CapDemand_Cons_C;NetworkManager;CapacityManager
14;22.32565750326608;0.0;0.0;0.0;0.0;0.0;1024.0679127225833;1024.0679127225833;4336.313700786367;10575.440485786077;10575.440485786077;0.0;190.77849863550176;190.77849863550176;1905.750004368;0.0;11706.0;4362.499993474;0.0;27259.0;-12907.367700061493;-10328.2;-2579.167700061493;0.0;0.0;2302.8057024048426;0.0
15;21.397349583515947;0.0;0.0;0.0;0.0;0.0;1024.0679127225833;1024.0679127225833;3394.620427102298;10575.440485786077;10575.440485786077;0.0;190.77849863550176;190.77849863550176;2355.000004398;0.0;11706.0;4377.2500019280005;0.0;27259.0;-12772.516435849217;-10220.2;-2552.316435849215;0.0;0.0;2645.6452643958655;0.0
16;24.91536209165375;0.0;0.0;0.0;0.0;0.0;1024.0679127225833;1024.0679127225833;6911.556764084406;10575.440485786077;10575.440485786077;0.0;190.77849863550176;190.77849863550176;3071.9999962379998;0.0;11706.0;4046.2499891670004;0.0;27259.0;-12670.842227604464;-10139.2;-2531.6422276044636;0.0;0.0;-1358.9651243268559;0.0
17;24.00635518449309;0.0;0.0;0.0;0.0;0.0;1024.0679127225833;1024.0679127225833;5997.5248406623905;10575.440485786077;10575.440485786077;0.0;190.77849863550176;190.77849863550176;3758.500005078;0.0;11706.0;3579.7500124000003;0.0;27259.0;-12718.446033051756;-10177.2;-2541.2460330517556;0.0;0.0;-617.3302877780901;0.0
18;27.322555442696643;0.0;0.0;0.0;0.0;0.0;1024.0679127225833;1024.0679127225833;9316.95572766053;10575.440485786077;10575.440485786077;0.0;190.77849863550176;190.77849863550176;4183.250002644;0.0;11706.0;2769.999991826;0.0;27259.0;-13316.86050016937;-10656.400000000001;-2660.46050016937;0.0;0.0;-2953.3462677137595;0.0
19;908.6548624631579;0.0;0.0;0.0;0.0;1024.0679127225364;1024.0679127225833;1024.0679127225833;10575.440485786225;10575.440485786077;10575.440485786077;190.77849863363807;190.77849863550176;190.77849863550176;4167.9999994380005;0.0;11706.0;1756.9999979840002;0.0;27259.0;-13551.980089372366;-10941.0;-2610.9800893723677;0.0;0.0;-4163.306805193795;0.0
20;4875.690568246273;0.0;0.0;0.0;0.0;1024.0679127225833;1024.0679127225833;1024.0679127225833;10575.44048578623;10575.440485786077;10575.440485786077;190.77849863542426;190.77849863550176;190.77849863550176;4092.499998534;0.0;11706.0;925.250001762;0.0;27259.0;-13531.908638214125;-11380.4;-2151.508638214124;1.8189894035458565e-12;0.0;-3276.128259226033;0.0
21;5601.071312074759;0.0;0.0;0.0;0.0;1024.0679127225835;1024.0679127225833;1024.0679127225833;10575.44048578623;10575.440485786077;10575.440485786077;190.77849863543747;190.77849863550176;190.77849863550176;1652.049998586;0.0;11706.0;266.99999687;0.0;27259.0;-18879.785737585044;-15999.999999999998;-2879.7857375850463;1.8189894035458565e-12;0.0;5170.448844984881;0.0
22;53.096720235904165;0.0;0.0;0.0;0.0;209.66368097812824;1024.0679127225833;1024.0679127225833;10575.44048578623;10575.440485786077;10575.440485786077;0.0;190.77849863550176;190.77849863550176;3952.750001202;0.0;11706.0;1.4992450000000002;0.0;27259.0;-14269.919114424325;-11422.0;-2847.9191144243246;0.0;0.0;-469.43344849069257;0.0
23;44.75661238960102;0.0;0.0;0.0;0.0;0.0;1024.0679127225833;1024.0679127225833;10575.440485786228;10575.440485786077;10575.440485786077;0.0;190.77849863550176;190.77849863550176;3883.7500026240004;0.0;11706.0;0.0;0.0;27259.0;-13315.037971727888;-10656.800000000001;-2658.2379717278877;0.0;0.0;-1144.1526486606544;0.0
