Timestep;EOM_price;CM_price;TotalCapOffer;TotalCapDemanded;TotalLocalCapSupply;Gen_A_MidMerit;new_capacity_Gen_A_MidMerit;Capacity_Gen_A_MidMerit;Gen_A_Baseload;new_capacity_Gen_A_Baseload;Capacity_Gen_A_Baseload;Gen_A_Peak;new_capacity_Gen_A_Peak;Capacity_Gen_A_Peak;Gen_A_WindOnshore;new_capacity_Gen_A_WindOnshore;Capacity_Gen_A_WindOnshore;Gen_A_PV;new_capacity_Gen_A_PV;Capacity_Gen_A_PV;Cons_A;Inelastic_Cons_A;Elastic_Cons_A;ENS_Cons_A;CapDemand_Cons_A;NetworkManager;CapacityManager
11;48.718895892221475;0.0;0.0;0.0;0.0;0.0;9639.089879285246;9639.089879285246;25898.619865277524;28348.051931405596;28348.051931405596;0.0;7129.557205579958;7129.557205579958;13913.999993165999;0.0;72618.0;28515.000012456;0.0;86952.0;-62327.61987089953;-49886.4;-12441.219870899526;0.0;0.0;-5999.999999999999;0.0
12;40.1818494341956;0.0;0.0;0.0;0.0;0.0;9639.089879285246;9639.089879285246;15225.676886750633;28348.051931405596;28348.051931405596;0.0;7129.557205579958;7129.557205579958;14956.249983402;0.0;72618.0;35306.249979528;0.0;86952.0;-60158.56745892635;-48146.200000000004;-12012.367458926348;0.0;0.0;-5329.609175288577;0.0
13;34.36836666383004;0.0;0.0;0.0;0.0;0.0;9639.089879285246;9639.089879285246;7959.523837930612;28348.051931405596;28348.051931405596;0.0;7129.557205579958;7129.557205579958;16080.750025158;0.0;72618.0;39113.000018232;0.0;86952.0;-57890.0972793938;-46328.0;-11562.0972793938;0.0;0.0;-5263.176475152244;0.0
14;32.018642281408944;0.0;0.0;0.0;0.0;0.0;9639.089879285246;9639.089879285246;5022.483389377393;28348.051931405596;28348.051931405596;0.0;7129.557205579958;7129.557205579958;17593.500025374;0.0;72618.0;39785.749989936;0.0;86952.0;-56940.012742142295;-45566.600000000006;-11373.41274214229;0.0;0.0;-5461.720551375499;0.0
15;30.954632277568635;0.0;0.0;0.0;0.0;0.0;9639.089879285246;9639.089879285246;3692.4676930278383;28348.051931405596;28348.051931405596;0.0;7129.557205579958;7129.557205579958;19664.500029174;0.0;72618.0;37818.249957431995;0.0;86952.0;-55600.28380784825;-44494.0;-11106.283807848251;0.0;0.0;-5574.933760182673;0.0
16;38.34997069401342;0.0;0.0;0.0;0.0;0.0;9639.089879285246;9639.089879285246;12876.265459278091;28348.051931405596;28348.051931405596;0.0;7129.557205579958;7129.557205579958;14724.700010748;0.0;72618.0;33166.75002192;0.0;86952.0;-54815.97003980869;-43869.600000000006;-10946.370039808688;0.0;0.0;-5951.7421425743805;0.0
17;35.93286925125095;0.0;0.0;0.0;0.0;0.0;9639.089879285246;9639.089879285246;9916.086564063955;28348.051931405596;28348.051931405596;0.0;7129.557205579958;7129.557205579958;24635.000033279997;0.0;72618.0;26151.75003828;0.0;86952.0;-54702.83663562396;-43778.0;-10924.836635623959;0.0;0.0;-5999.999999999991;0.0
18;43.801995811687085;0.0;0.0;0.0;0.0;0.0;9639.089879285246;9639.089879285246;19752.494764608084;28348.051931405596;28348.051931405596;0.0;7129.557205579958;7129.557205579958;26239.749995550002;0.0;72618.0;16499.249994383998;0.0;86952.0;-56491.49475454207;-45213.0;-11278.494754542075;0.0;0.0;-6000.0;0.0
19;16284.552344149843;0.0;0.0;0.0;0.0;9639.089879285244;9639.089879285246;9639.089879285246;28348.051931406357;28348.051931405596;28348.051931405596;7129.557205579953;7129.557205579958;7129.557205579958;26005.249989264;0.0;72618.0;6593.499989736;0.0;86952.0;-83715.44766231878;-80000.0;-3715.447662318784;0.0;0.0;6000.000000000012;0.0
20;14398.169317396203;0.0;0.0;0.0;0.0;9639.089879285244;9639.089879285246;9639.089879285246;28348.051931406357;28348.051931405596;28348.051931405596;7129.557205579953;7129.557205579958;7129.557205579958;4894.099986048;0.0;72618.0;1033.499994336;0.0;86952.0;-51265.43837911573;-47910.600000000006;-3354.838379115722;0.0;0.0;221.14300864455754;0.0
21;9710.380011395158;0.0;0.0;0.0;0.0;9639.089879285244;9639.089879285246;9639.089879285246;28348.051931406353;28348.051931405596;28348.051931405596;7129.557205579936;7129.557205579958;7129.557205579958;13883.400002471999;0.0;72618.0;4.99974;0.0;86952.0;-53628.64842789566;-47517.0;-6111.648427895663;0.0;0.0;-5376.446671113589;0.0
22;69.63158868249937;0.0;0.0;0.0;0.0;5826.034078031463;9639.089879285246;9639.089879285246;28348.051931406273;28348.051931405596;28348.051931405596;0.0;7129.557205579958;7129.557205579958;29112.000018738;0.0;72618.0;0.0;0.0;86952.0;-57286.083007981564;-45860.8;-11425.28300798156;0.0;0.0;-5999.999999999999;0.0
23;60.63259427519951;0.0;0.0;0.0;0.0;3013.848517334724;9639.089879285246;9639.089879285246;28348.051931406262;28348.051931405596;28348.051931405596;0.0;7129.557205579958;7129.557205579958;28376.24998299;0.0;72618.0;0.0;0.0;86952.0;-53738.14741137878;-43016.600000000006;-10721.547411378768;0.0;0.0;-6000.000000000004;0.0
24;51.62269590747508;0.0;0.0;0.0;0.0;198.25549270242345;9639.089879285246;9639.089879285246;28348.051931103815;28348.051931405596;28348.051931405596;0.0;7129.557205579958;7129.557205579958;27203.750024178;0.0;72618.0;0.0;0.0;86952.0;-49750.05442745489;-39820.600000000006;-9929.454427454886;0.0;0.0;-6000.000000000001;0.0
